x,z,yaw,pitch,roll,action
-13259.0,3090.0,36.848801,3.560711,-23.768232,Neutral
-8982.0,4259.0,36.959866,4.01267,-12.007147,Neutral
266.0,6281.0,35.590218,3.701388,-5.024893,Neutral
3211.0,6383.0,34.349888,3.6629,6.207689,Neutral
8153.0,3757.0,32.009708,4.462384,13.341868,Neutral
7743.0,4315.0,29.913874,6.471792,21.3873,Neutral
8594.0,9033.0,24.802887,8.154356,25.946646,Neutral
11030.0,6610.0,20.522186,9.953246,33.216103,Neutral
3685.0,1321.0,15.04082,11.301445,37.262978,Neutral
2026.0,60.0,11.188047,14.641232,39.511345,Neutral
1718.0,1570.0,5.462907,16.546604,40.118065,Neutral
1676.0,7003.0,2.167968,18.026571,40.587486,Neutral
