x,z,yaw,pitch,roll,action
-1115.000000,2930.000000,-11.105984,16.012638,7.634024
-1729.000000,2676.000000,-11.195771,16.174753,7.774388
-1602.000000,2939.000000,-11.440267,16.352644,8.048422
-924.000000,3571.000000,-12.194613,16.352644,8.286569
-620.000000,3610.000000,-12.904037,16.235548,8.517893
-967.000000,3898.000000,-14.073380,16.182018,8.502402
-1534.000000,4075.000000,-14.805232,16.184740,8.273759
-1940.000000,4720.000000,-15.777073,16.170546,8.056277
-2321.000000,4953.000000,-16.325418,16.094980,7.825355
-2434.000000,5412.000000,-16.832819,16.054558,7.739781
-2422.000000,5434.000000,-16.957399,16.069872,7.691155
-2454.000000,5021.000000,-16.932875,16.185211,7.692555
-2246.000000,4699.000000,-16.859316,16.521118,7.702345
-1883.000000,4428.000000,-16.809706,16.807217,7.746011
-1485.000000,4206.000000,-16.942787,17.212387,7.835985
-1610.000000,3530.000000,-17.489614,17.405993,7.896554
-1890.000000,3142.000000,-17.989061,17.542665,7.891184
-2027.000000,3652.000000,-18.712729,17.451370,7.818240
-2176.000000,4131.000000,-19.107876,17.025721,7.673277
-2270.000000,4693.000000,-19.482738,16.609528,7.610406
-2361.000000,5161.000000,-19.612492,16.005606,7.531212
-2328.000000,5362.000000,-19.627699,15.702567,7.446384
-2182.000000,5421.000000,-19.577831,15.467429,7.260200
-2752.000000,5078.000000,-19.529890,15.501753,7.136848
-2955.000000,4970.000000,-19.505733,15.823143,7.000775
-2750.000000,4523.000000,-19.619867,16.096617,6.956632
-2640.000000,4389.000000,-19.803270,16.506413,7.003103
-2424.000000,4108.000000,-20.148401,16.765982,7.145882
-2363.000000,4087.000000,-20.427977,17.079899,7.319369
-2610.000000,3958.000000,-20.983969,17.220684,7.350982
-2751.000000,3978.000000,-21.482981,17.351572,7.342634
-2592.000000,4077.000000,-22.289808,17.374844,7.303584
-2039.000000,4038.000000,-22.800055,17.291378,7.174879
-1458.000000,3420.000000,-23.277357,17.206982,6.993108
-1353.000000,3022.000000,-23.231447,17.159256,6.551520
-2150.000000,2696.000000,-22.675362,17.171356,6.102736
