x,y,z,yaw,pitch,roll,action
-4056.0,-1066.0,4513.0,-11.355412,-14.297414,-7.28019,Neutral
-5223.0,4822.0,4985.0,-11.052794,-14.321076,-8.18623,Neutral
-5753.0,4195.0,4944.0,-11.477602,-14.712838,-8.460379,Neutral
-4830.0,607.0,4200.0,-12.486839,-15.098792,-7.189228,Neutral
-4615.0,-333.0,3903.0,-12.744705,-15.535519,-4.500211,Neutral
-3858.0,789.0,4696.0,-12.883817,-15.837186,-3.868943,Neutral
-2724.0,-4.0,4515.0,-12.973477,-16.693537,-5.088916,Neutral
-2408.0,-2974.0,4680.0,-13.055128,-17.263258,-6.272682,Neutral
-1971.0,-4427.0,5821.0,-13.188985,-18.035158,-8.066677,Neutral
-3413.0,-9247.0,6814.0,-13.783188,-18.610783,-8.885172,Neutral
-2268.0,-11893.0,7378.0,-14.426555,-19.807545,-8.569655,Neutral
-2844.0,-14765.0,7161.0,-15.190954,-20.693596,-7.544697,Neutral
-1536.0,-13260.0,6195.0,-15.864942,-21.351374,-6.651256,Neutral
-974.0,-5697.0,3827.0,-16.362261,-21.382784,-7.202497,Neutral
-1722.0,834.0,3072.0,-16.134947,-20.49239,-9.330331,Neutral
-2243.0,8273.0,2841.0,-15.334225,-19.521286,-10.967433,Neutral
-2299.0,11953.0,3155.0,-14.794888,-18.118553,-12.603665,Neutral
-3053.0,11549.0,4398.0,-14.11103,-17.241886,-12.644963,Neutral
-3667.0,7937.0,5027.0,-13.791013,-15.866867,-10.951785,Neutral
-2090.0,2258.0,5959.0,-12.998405,-15.0624,-9.366583,Neutral
920.0,2289.0,7422.0,-11.921121,-14.293402,-8.520068,Neutral
-4084.0,-7013.0,8051.0,-10.807283,-13.893063,-9.711741,Neutral
-8545.0,-12781.0,7733.0,-12.140249,-13.257464,-12.357931,Neutral
-6807.0,-13386.0,9077.0,-13.201099,-13.500575,-13.375999,Neutral
-4060.0,-8607.0,9743.0,-11.728808,-14.597506,-13.318274,Neutral
-729.0,-4172.0,9821.0,-9.233724,-14.847754,-13.092513,Neutral
-930.0,-1656.0,9685.0,-8.505607,-14.484856,-13.420844,Neutral
388.0,-2702.0,9756.0,-8.327048,-14.271704,-14.060018,Neutral
727.0,-4332.0,10152.0,-8.313461,-14.505514,-14.143045,Neutral
2037.0,-3535.0,12237.0,-8.807264,-14.84385,-13.78805,Neutral
2155.0,-4338.0,12617.0,-9.31404,-15.527501,-13.007527,Neutral
1773.0,-4255.0,12304.0,-10.252098,-15.947757,-11.900877,Neutral
580.0,-4113.0,11376.0,-10.895066,-16.383404,-9.596704,Neutral
-1299.0,-1553.0,10383.0,-11.763632,-16.539305,-8.172345,Neutral
-2257.0,66.0,9532.0,-12.331979,-16.759901,-6.723801,Neutral
-3853.0,622.0,7856.0,-13.172089,-16.968292,-5.912494,Neutral
-4551.0,-20.0,7177.0,-13.928197,-17.184399,-4.403501,Neutral
-5385.0,-2288.0,5792.0,-15.111854,-17.20686,-3.161327,Neutral
-5462.0,-6759.0,4765.0,-15.331438,-17.16857,-0.886092,Neutral
-3022.0,-6077.0,4888.0,-14.861452,-17.212837,0.3132,Neutral
-4345.0,-5048.0,5785.0,-14.440175,-17.56489,-0.319867,Neutral
