Type,Time,x,y,z,Action
Accel,4.250364,4536.000000,-19798.000000,6625.000000,Neutral
Gyro,4.250364,-75.091835,-28.418058,-21.710384,Neutral
Accel,4.267024,4771.000000,-2831.000000,9883.000000,Neutral
Gyro,4.267024,-72.119980,-28.183876,-21.741667,Neutral
Accel,4.302903,6468.000000,7274.000000,11913.000000,Neutral
Gyro,4.302903,-69.453842,-27.990837,-27.492594,Neutral
Accel,4.322839,6235.000000,7473.000000,11271.000000,Neutral
Gyro,4.322839,-67.201851,-26.918753,-29.896147,Neutral
Accel,4.348764,2888.000000,6153.000000,10808.000000,Neutral
Gyro,4.348764,-67.132500,-24.934723,-28.643164,Neutral
Accel,4.365578,956.000000,6895.000000,11035.000000,Neutral
Gyro,4.365578,-69.046295,-24.426760,-27.033955,Neutral
Accel,4.418065,1051.000000,6025.000000,10994.000000,Neutral
Gyro,4.418065,-71.067635,-25.626888,-24.661770,Neutral
Accel,4.418065,1824.000000,4620.000000,10139.000000,Neutral
Gyro,4.418065,-74.178703,-26.940599,-22.386799,Neutral
Accel,4.44184,1982.000000,3993.000000,9317.000000,Neutral
Gyro,4.44184,-76.022987,-28.132656,-18.071838,Neutral
Accel,4.46374,2505.000000,4323.000000,8494.000000,Neutral
Gyro,4.481523,-78.480171,-28.223379,-15.433971,Neutral
Accel,4.498192,2968.000000,3359.000000,7826.000000,Neutral
Gyro,4.498192,-80.014748,-28.163458,-12.675973,Neutral
Accel,4.514686,3325.000000,900.000000,5690.000000,Neutral
Gyro,4.53096,-82.025162,-28.196245,-11.385549,Neutral
Accel,4.547656,3463.000000,-673.000000,4355.000000,Neutral
Gyro,4.547656,-82.805351,-28.262569,-9.842873,Neutral
Accel,4.56394,4453.000000,2915.000000,4517.000000,Neutral
Gyro,4.581169,-83.020531,-28.208057,-9.454865,Neutral
Accel,4.596491,6329.000000,5423.000000,5566.000000,Neutral
Gyro,4.596491,-82.999626,-28.002342,-10.054211,Neutral
Accel,4.631952,9446.000000,754.000000,4551.000000,Neutral
Gyro,4.631952,-83.758331,-27.822844,-10.355365,Neutral
Accel,4.655803,7101.000000,-5662.000000,1937.000000,Neutral
Gyro,4.655803,-85.285866,-27.323986,-9.600753,Neutral
Accel,4.663863,6871.000000,-14414.000000,-2432.000000,Neutral
Gyro,4.67721,-87.789940,-26.849533,-8.600437,Neutral
Accel,4.695016,7766.000000,-16849.000000,-3064.000000,Neutral
Gyro,4.695016,-88.566872,-26.104902,-7.641390,Neutral
Accel,4.711744,8108.000000,-15935.000000,-3646.000000,Neutral
Gyro,4.72813,-88.815376,-25.193426,-8.019790,Neutral
Accel,4.745221,7176.000000,-9969.000000,-2784.000000,Neutral
Gyro,4.745221,-88.513969,-23.270245,-9.843414,Neutral
Accel,4.777719,4279.000000,-600.000000,-479.000000,Neutral
Gyro,4.777719,-87.642212,-21.896112,-11.603775,Neutral
Accel,4.794091,3200.000000,3254.000000,66.000000,Neutral
Gyro,4.794091,-87.021851,-20.025320,-13.083020,Neutral
Accel,4.847064,905.000000,7286.000000,1406.000000,Neutral
Gyro,4.847064,-85.933220,-18.962366,-12.736915,Neutral
Accel,4.847064,-948.000000,8573.000000,2333.000000,Neutral
Gyro,4.847064,-85.101646,-17.577305,-11.482368,Neutral
Accel,4.870586,-2267.000000,9499.000000,4043.000000,Neutral
Gyro,4.870586,-83.903259,-16.957525,-10.647775,Neutral
Accel,4.893044,-3422.000000,9905.000000,5354.000000,Neutral
Gyro,4.893044,-83.277832,-16.693302,-9.711121,Neutral
Accel,4.927481,-3999.000000,9002.000000,7596.000000,Neutral
Gyro,4.927481,-82.561211,-16.762764,-9.313873,Neutral
Accel,4.943872,-2177.000000,8064.000000,9060.000000,Neutral
Gyro,4.943872,-81.982399,-17.133667,-8.612247,Neutral
Accel,4.976362,3729.000000,1634.000000,8891.000000,Neutral
Gyro,4.976362,-80.460548,-17.532381,-7.935760,Neutral
Accel,4.99283,3674.000000,-10980.000000,8150.000000,Neutral
Gyro,4.99283,-80.218529,-18.265032,-6.828029,Neutral
Accel,5.025877,247.000000,-15826.000000,5530.000000,Neutral
Gyro,5.025877,-81.569664,-18.283041,-7.148211,Neutral
Accel,5.067364,409.000000,-15579.000000,4917.000000,Neutral
Gyro,5.067364,-81.058411,-17.613634,-10.390777,Neutral
Accel,5.067364,2868.000000,-11394.000000,3845.000000,Neutral
Gyro,5.067364,-79.747063,-16.965706,-12.902690,Neutral
Accel,5.090897,2174.000000,-7911.000000,2664.000000,Neutral
Gyro,5.090897,-79.622009,-15.797519,-14.557432,Neutral
Accel,5.113056,1003.000000,-567.000000,3424.000000,Neutral
Gyro,5.130727,-79.599472,-14.896615,-14.365847,Neutral
Accel,5.147291,702.000000,3543.000000,3858.000000,Neutral
Gyro,5.147291,-79.794846,-13.882099,-13.435547,Neutral
Accel,5.163876,-866.000000,5996.000000,3487.000000,Neutral
Gyro,5.180207,-80.530937,-13.411323,-12.216938,Neutral
Accel,5.196825,-1772.000000,6891.000000,3141.000000,Neutral
Gyro,5.196825,-81.153191,-12.656434,-9.692423,Neutral
Accel,5.212862,-3206.000000,8051.000000,2722.000000,Neutral
Gyro,5.22953,-82.079361,-12.169585,-8.240024,Neutral
Accel,5.264656,-3730.000000,7091.000000,2512.000000,Neutral
Gyro,5.264656,-82.517204,-11.646215,-6.811581,Neutral
Accel,5.264656,-4307.000000,6583.000000,2444.000000,Neutral
Gyro,5.288429,-82.892448,-11.629766,-6.229704,Neutral
Accel,5.288429,-4071.000000,5177.000000,2310.000000,Neutral
Gyro,5.296385,-83.080803,-12.265803,-5.886004,Neutral
Accel,5.328054,-3016.000000,3662.000000,2085.000000,Neutral
Gyro,5.328054,-83.205292,-12.991736,-5.811310,Neutral
Accel,5.34465,-112.000000,1826.000000,2862.000000,Neutral
Gyro,5.34465,-83.267792,-14.353250,-5.758440,Neutral
Accel,5.377495,2381.000000,-7702.000000,2881.000000,Neutral
Gyro,5.377495,-84.562469,-15.499461,-5.502532,Neutral
Accel,5.393868,1556.000000,-16952.000000,1932.000000,Neutral
Gyro,5.393868,-86.478088,-17.075691,-3.754300,Neutral
Accel,5.426301,3469.000000,-22557.000000,1464.000000,Neutral
Gyro,5.426301,-88.923553,-18.017784,-1.921275,Neutral
Accel,5.44268,4903.000000,-22756.000000,1282.000000,Neutral
Gyro,5.44268,-89.441170,-19.125568,-0.077818,Neutral
Accel,5.478965,4665.000000,-16462.000000,72.000000,Neutral
Gyro,5.478965,-88.716240,-19.130951,0.120136,Neutral
Accel,5.502597,2929.000000,-9444.000000,340.000000,Neutral
Gyro,5.502597,-87.456467,-17.822182,-1.564602,Neutral
Accel,5.524971,1289.000000,-859.000000,483.000000,Neutral
Gyro,5.524971,-85.349091,-16.566525,-3.851854,Neutral
Accel,5.542597,-295.000000,3569.000000,706.000000,Neutral
Gyro,5.542597,-84.183205,-14.627359,-7.450976,Neutral
Accel,5.575799,-2229.000000,7605.000000,1261.000000,Neutral
Gyro,5.575799,-83.003204,-13.399599,-9.286058,Neutral
Accel,5.592235,-3517.000000,9580.000000,1727.000000,Neutral
Gyro,5.592235,-82.570747,-11.956085,-10.762066,Neutral
Accel,5.62495,-4019.000000,9482.000000,2043.000000,Neutral
Gyro,5.62495,-81.936378,-11.435240,-10.820089,Neutral
Accel,5.641332,-4519.000000,9156.000000,2802.000000,Neutral
Gyro,5.641332,-81.398552,-11.229720,-9.898907,Neutral
Accel,5.6936,-4072.000000,8633.000000,4504.000000,Neutral
Gyro,5.6936,-80.555679,-11.376375,-9.140227,Neutral
Accel,5.6936,-2070.000000,7209.000000,5739.000000,Neutral
Gyro,5.6936,-80.041237,-11.911481,-8.039876,Neutral
Accel,5.717832,962.000000,3187.000000,5873.000000,Neutral
Gyro,5.717832,-79.234543,-12.337023,-7.256598,Neutral
Accel,5.740706,1717.000000,-6101.000000,4584.000000,Neutral
Gyro,5.740706,-78.845604,-12.647324,-6.085147,Neutral
Accel,5.773716,1581.000000,-14363.000000,3824.000000,Neutral
Gyro,5.773716,-78.958145,-12.632983,-5.629663,Neutral
Accel,5.790011,1874.000000,-12589.000000,3980.000000,Neutral
Gyro,5.790011,-78.729294,-12.733545,-7.032417,Neutral
Accel,5.822868,3536.000000,-10919.000000,4120.000000,Neutral
Gyro,5.822868,-77.771263,-12.825022,-8.795079,Neutral
Accel,5.839123,2334.000000,-11093.000000,3049.000000,Neutral
Gyro,5.839123,-77.709518,-12.571974,-10.266963,Neutral
Accel,5.870065,1328.000000,-7363.000000,3121.000000,Neutral
Gyro,5.870065,-78.104675,-12.274304,-10.497768,Neutral
Accel,5.90149,1229.000000,-3498.000000,3617.000000,Neutral
Gyro,5.90149,-78.430153,-12.281320,-10.660698,Neutral
Accel,5.920596,-259.000000,958.000000,3998.000000,Neutral
Gyro,5.920596,-79.170288,-12.424145,-10.379369,Neutral
Accel,5.94486,-1380.000000,2796.000000,3893.000000,Neutral
Gyro,5.94486,-79.728264,-12.534034,-9.148364,Neutral
Accel,5.977631,-2169.000000,5552.000000,4329.000000,Neutral
Gyro,5.977631,-80.504898,-12.631610,-8.072178,Neutral
Accel,5.993726,-2520.000000,6655.000000,4495.000000,Neutral
Gyro,5.993726,-80.930603,-12.906240,-6.558730,Neutral
Accel,6.026344,-2820.000000,7597.000000,4339.000000,Neutral
Gyro,6.026344,-81.475815,-13.166291,-5.697717,Neutral
Accel,6.042394,-3151.000000,6705.000000,4268.000000,Neutral
Gyro,6.042394,-81.761833,-13.681147,-4.677212,Neutral
Accel,6.06493,-2913.000000,4948.000000,3839.000000,Neutral
Gyro,6.080298,-82.185822,-14.148352,-4.334589,Neutral
Accel,6.117271,-2157.000000,3219.000000,3658.000000,Neutral
Gyro,6.117271,-82.470695,-15.138130,-4.603575,Neutral
Accel,6.117271,513.000000,973.000000,4077.000000,Neutral
Gyro,6.117271,-82.843285,-15.875016,-5.132395,Neutral
Accel,6.140947,1883.000000,-4735.000000,4067.000000,Neutral
Gyro,6.140947,-83.582108,-17.093506,-5.857119,Neutral
Accel,6.162968,2177.000000,-15621.000000,2849.000000,Neutral
Gyro,6.180903,-85.958321,-17.921780,-5.789154,Neutral
Accel,6.197142,3937.000000,-18151.000000,2272.000000,Neutral
Gyro,6.197142,-87.335625,-19.271698,-5.144467,Neutral
Accel,6.213825,5123.000000,-16105.000000,2156.000000,Neutral
Gyro,6.230288,-87.933235,-19.966223,-4.971304,Neutral
Accel,6.246846,5488.000000,-13317.000000,1211.000000,Neutral
Gyro,6.246846,-87.725403,-19.771994,-5.188526,Neutral
Accel,6.263063,4733.000000,-6999.000000,897.000000,Neutral
Gyro,6.279341,-86.662880,-18.858002,-5.665219,Neutral
Accel,6.295628,3059.000000,-3144.000000,592.000000,Neutral
Gyro,6.295628,-85.865868,-16.916182,-7.373007,Neutral
Accel,6.33099,437.000000,1868.000000,1252.000000,Neutral
Gyro,6.33099,-84.916435,-15.505219,-8.703912,Neutral
Accel,6.354567,-1326.000000,4501.000000,1753.000000,Neutral
Gyro,6.354567,-84.515823,-13.654123,-10.229584,Neutral
Accel,6.362553,-2608.000000,6850.000000,2513.000000,Neutral
Gyro,6.375382,-84.136505,-12.798151,-10.555397,Neutral
Accel,6.393294,-3130.000000,7570.000000,2709.000000,Neutral
Gyro,6.393294,-83.846619,-11.969777,-9.969332,Neutral
Accel,6.426305,-3629.000000,8438.000000,3265.000000,Neutral
Gyro,6.426305,-83.246429,-11.588331,-9.143606,Neutral
Accel,6.442702,-4181.000000,8347.000000,3866.000000,Neutral
Gyro,6.442702,-82.824570,-11.221266,-7.836856,Neutral
Accel,6.475571,-2735.000000,6823.000000,4573.000000,Neutral
Gyro,6.475571,-82.316620,-11.174430,-7.045712,Neutral
Accel,6.491783,-1628.000000,3852.000000,4589.000000,Neutral
Gyro,6.491783,-82.161331,-11.290995,-5.831586,Neutral
Accel,6.544228,-1291.000000,-3824.000000,4833.000000,Neutral
Gyro,6.544228,-82.287422,-11.259766,-5.053900,Neutral
Accel,6.544228,-628.000000,-8786.000000,5179.000000,Neutral
Gyro,6.544228,-82.586151,-11.127320,-4.243767,Neutral
Accel,6.564553,700.000000,-12858.000000,5604.000000,Neutral
Gyro,6.572227,-82.882576,-11.122952,-4.058135,Neutral
Accel,6.601372,1237.000000,-14041.000000,6281.000000,Neutral
Gyro,6.601372,-82.931351,-11.033836,-3.947246,Neutral
Accel,6.616583,660.000000,-14915.000000,5895.000000,Neutral
Gyro,6.616583,-83.136009,-10.774952,-3.805342,Neutral
Accel,6.646843,-657.000000,-13803.000000,5486.000000,Neutral
Gyro,6.646843,-83.463203,-10.154512,-3.878769,Neutral
Accel,6.662806,-2332.000000,-8141.000000,5126.000000,Neutral
Gyro,6.679046,-83.902084,-9.825064,-4.350323,Neutral
Accel,6.695208,-2987.000000,-3669.000000,5004.000000,Neutral
Gyro,6.695208,-84.024078,-9.630810,-4.945760,Neutral
Accel,6.74671,-3639.000000,1626.000000,4497.000000,Neutral
Gyro,6.74671,-84.016090,-9.615584,-4.745298,Neutral
Accel,6.74671,-4091.000000,3898.000000,4302.000000,Neutral
Gyro,6.74671,-83.929695,-9.566156,-3.728856,Neutral
Accel,6.770599,-4209.000000,6520.000000,4052.000000,Neutral
Gyro,6.770599,-83.725250,-9.494414,-2.947055,Neutral
Accel,6.79245,-4078.000000,7253.000000,3711.000000,Neutral
Gyro,6.79245,-83.561813,-9.471835,-2.083630,Neutral
Accel,6.825716,-4401.000000,6357.000000,3379.000000,Neutral
Gyro,6.825716,-83.438835,-9.545257,-1.793610,Neutral
Accel,6.842171,-4325.000000,4473.000000,3199.000000,Neutral
Gyro,6.842171,-83.636612,-9.876187,-1.893870,Neutral
Accel,6.875244,-3697.000000,-773.000000,3359.000000,Neutral
Gyro,6.875244,-84.172119,-10.347305,-2.327573,Neutral
Accel,6.89103,-2465.000000,-4962.000000,3364.000000,Neutral
Gyro,6.89103,-84.629715,-11.465170,-3.434815,Neutral
Accel,6.923731,-415.000000,-12033.000000,3066.000000,Neutral
Gyro,6.923731,-85.401886,-12.482086,-4.347773,Neutral
Accel,6.960099,345.000000,-14127.000000,2277.000000,Neutral
Gyro,6.960099,-85.930061,-14.114775,-5.426011,Neutral
Accel,6.983595,1870.000000,-14062.000000,1722.000000,Neutral
Gyro,6.983595,-86.292168,-15.073584,-5.860783,Neutral
Accel,6.991569,2406.000000,-12575.000000,1206.000000,Neutral
Gyro,6.991569,-86.330482,-15.965711,-6.233439,Neutral
Accel,7.023522,3347.000000,-8521.000000,390.000000,Neutral
Gyro,7.023522,-86.019028,-15.948289,-6.606825,Neutral
Accel,7.047296,3123.000000,-5559.000000,-20.000000,Neutral
Gyro,7.047296,-85.551964,-15.236629,-7.703536,Neutral
Accel,7.078485,1685.000000,-2176.000000,-204.000000,Neutral
Gyro,7.078485,-84.966530,-14.410660,-8.750695,Neutral
Accel,7.095074,181.000000,770.000000,127.000000,Neutral
Gyro,7.095074,-84.698814,-13.013123,-10.550170,Neutral
Accel,7.126998,-1263.000000,4389.000000,1073.000000,Neutral
Gyro,7.126998,-84.379875,-12.281381,-11.667142,Neutral
Accel,7.16307,-2231.000000,6192.000000,2000.000000,Neutral
Gyro,7.16307,-84.235580,-11.629795,-12.511153,Neutral
Accel,7.16307,-3305.000000,7448.000000,2903.000000,Neutral
Gyro,7.186866,-84.017372,-11.457593,-12.300524,Neutral
Accel,7.186866,-3857.000000,7570.000000,3503.000000,Neutral
Gyro,7.194705,-83.749237,-11.522530,-11.120854,Neutral
Accel,7.226938,-3769.000000,8532.000000,4866.000000,Neutral
Gyro,7.226938,-83.333366,-11.738392,-10.185936,Neutral
Accel,7.243515,-3178.000000,8744.000000,5668.000000,Neutral
Gyro,7.243515,-83.064590,-12.183285,-8.946917,Neutral
Accel,7.276236,-1856.000000,6428.000000,6628.000000,Neutral
Gyro,7.276236,-82.869316,-12.447083,-8.013327,Neutral
Accel,7.29249,-755.000000,-866.000000,6499.000000,Neutral
Gyro,7.29249,-83.175072,-12.751208,-6.272637,Neutral
Accel,7.325104,-1084.000000,-12223.000000,5272.000000,Neutral
Gyro,7.325104,-84.620911,-12.893978,-5.219879,Neutral
Accel,7.341498,-1180.000000,-14154.000000,4810.000000,Neutral
Gyro,7.341498,-85.184761,-12.836665,-5.250513,Neutral
Accel,7.37198,653.000000,-11917.000000,5083.000000,Neutral
Gyro,7.37198,-84.512871,-12.700429,-6.467468,Neutral
Accel,7.393278,303.000000,-11276.000000,4994.000000,Neutral
Gyro,7.393278,-84.185287,-12.249042,-7.969602,Neutral
Accel,7.415811,-1097.000000,-9457.000000,4779.000000,Neutral
Gyro,7.415811,-84.252281,-11.757823,-8.111249,Neutral
Accel,7.450403,-1226.000000,-7005.000000,4962.000000,Neutral
Gyro,7.450403,-84.458305,-11.504495,-7.964600,Neutral
Accel,7.466863,-2121.000000,-3182.000000,5192.000000,Neutral
Gyro,7.466863,-84.988197,-11.660001,-7.662576,Neutral
Accel,7.499607,-2945.000000,-1060.000000,5023.000000,Neutral
Gyro,7.499607,-85.419685,-11.830628,-6.658390,Neutral
Accel,7.515915,-3314.000000,1706.000000,4913.000000,Neutral
Gyro,7.515915,-86.012451,-11.868985,-5.802155,Neutral
Accel,7.548912,-3215.000000,3401.000000,4600.000000,Neutral
Gyro,7.548912,-86.309227,-11.852582,-4.663135,Neutral
Accel,7.577812,-3167.000000,4968.000000,4406.000000,Neutral
Gyro,7.577812,-86.525543,-11.779325,-4.140852,Neutral
Accel,7.58928,-3140.000000,5630.000000,4337.000000,Neutral
Gyro,7.58928,-86.569534,-11.541429,-3.815256,Neutral
Accel,7.617895,-3252.000000,4745.000000,4164.000000,Neutral
Gyro,7.617895,-86.774826,-11.411105,-3.905759,Neutral
Accel,7.635808,-2541.000000,1690.000000,3869.000000,Neutral
Gyro,7.652594,-87.167191,-11.436476,-4.353424,Neutral
Accel,7.668236,-2961.000000,-4260.000000,3718.000000,Neutral
Gyro,7.668236,-88.060661,-11.665837,-4.752206,Neutral
Accel,7.700686,-1811.000000,-7755.000000,3871.000000,Neutral
Gyro,7.700686,-88.629707,-12.367521,-5.660217,Neutral
Accel,7.715945,-474.000000,-13179.000000,3611.000000,Neutral
Gyro,7.715945,-89.522354,-13.043133,-6.411108,Neutral
Accel,7.745687,-577.000000,-15797.000000,2778.000000,Neutral
Gyro,7.745687,-90.149277,-13.954584,-7.444867,Neutral
Accel,7.76203,-857.000000,-12964.000000,1936.000000,Neutral
Gyro,7.791109,-90.571167,-14.351455,-8.009218,Neutral
Accel,7.791109,-719.000000,-7952.000000,1953.000000,Neutral
Gyro,7.791109,-90.365219,-14.523623,-8.854706,Neutral
Accel,7.818229,-674.000000,387.000000,2068.000000,Neutral
Gyro,7.818229,-89.517807,-14.267794,-9.275233,Neutral
Accel,7.851696,-1206.000000,3853.000000,2181.000000,Neutral
Gyro,7.851696,-88.958809,-13.389535,-9.510449,Neutral
Accel,7.868698,-2179.000000,5751.000000,2150.000000,Neutral
Gyro,7.868698,-88.724335,-12.608608,-9.307102,Neutral
Accel,7.901462,-3313.000000,6076.000000,1806.000000,Neutral
Gyro,7.901462,-88.973724,-11.599383,-8.500999,Neutral
Accel,7.91772,-4654.000000,6597.000000,2141.000000,Neutral
Gyro,7.91772,-89.340622,-11.225361,-7.815804,Neutral
Accel,7.950782,-5028.000000,7071.000000,3319.000000,Neutral
Gyro,7.950782,-89.294785,-11.085783,-6.777556,Neutral
Accel,7.967842,-3300.000000,7292.000000,5621.000000,Neutral
Gyro,7.967842,-89.021942,-11.247692,-5.952163,Neutral
Accel,8.003146,-3497.000000,1776.000000,5990.000000,Neutral
Gyro,8.003146,-88.635017,-11.381492,-4.002320,Neutral
Accel,8.017895,-573.000000,-8020.000000,5659.000000,Neutral
Gyro,8.017895,-86.824089,-11.037809,-2.137404,Neutral
Accel,8.045671,1436.000000,-15581.000000,6118.000000,Neutral
Gyro,8.045671,-85.648895,-10.704591,-1.744748,Neutral
Accel,8.063391,-3956.000000,-16378.000000,4297.000000,Neutral
Gyro,8.08569,-85.288284,-10.628332,-4.558017,Neutral
Accel,8.08569,-3115.000000,-11261.000000,4186.000000,Neutral
Gyro,8.101337,-84.471489,-10.737143,-10.654574,Neutral
Accel,8.117199,-614.000000,-5073.000000,6304.000000,Neutral
Gyro,8.117199,-83.076241,-11.277018,-13.448733,Neutral
Accel,8.150421,-987.000000,-4072.000000,7031.000000,Neutral
Gyro,8.150421,-82.927856,-12.009271,-14.149647,Neutral
Accel,8.167496,-924.000000,-6514.000000,8620.000000,Neutral
Gyro,8.167496,-83.287674,-12.599482,-13.018088,Neutral
Accel,8.219222,1053.000000,-5898.000000,10766.000000,Neutral
Gyro,8.219222,-83.565086,-14.237409,-11.279030,Neutral
Accel,8.219222,2898.000000,-3576.000000,11757.000000,Neutral
Gyro,8.219222,-84.187790,-15.595757,-11.157589,Neutral
Accel,8.243244,2453.000000,-2681.000000,11036.000000,Neutral
Gyro,8.243244,-84.697418,-16.737633,-11.419262,Neutral
Accel,8.265046,1055.000000,-226.000000,9845.000000,Neutral
Gyro,8.282657,-85.483849,-16.611609,-11.230316,Neutral
Accel,8.299361,-255.000000,832.000000,9217.000000,Neutral
Gyro,8.299361,-86.077362,-16.023918,-10.637256,Neutral
Accel,8.315784,-2356.000000,1872.000000,7782.000000,Neutral
Gyro,8.315784,-86.915573,-15.728661,-9.869619,Neutral
Accel,8.348621,-3370.000000,2836.000000,7230.000000,Neutral
Gyro,8.348621,-87.212906,-15.546562,-8.169823,Neutral
Accel,8.365029,-3753.000000,5004.000000,7030.000000,Neutral
Gyro,8.381428,-87.411079,-15.654865,-7.051678,Neutral
Accel,8.398036,-3376.000000,4057.000000,6424.000000,Neutral
Gyro,8.398036,-87.542038,-16.195635,-5.526807,Neutral
Accel,8.433861,-2079.000000,2418.000000,5384.000000,Neutral
Gyro,8.433861,-87.685272,-16.653055,-4.495979,Neutral
Accel,8.457692,-45.000000,626.000000,5313.000000,Neutral
Gyro,8.457692,-87.616631,-17.186319,-3.409052,Neutral
Accel,8.465752,1043.000000,-4004.000000,5646.000000,Neutral
Gyro,8.465752,-88.117928,-17.424435,-3.131373,Neutral
Accel,8.497245,317.000000,-9972.000000,4566.000000,Neutral
Gyro,8.497245,-89.252670,-17.702993,-2.716564,Neutral
Accel,8.513832,-70.000000,-17706.000000,3598.000000,Neutral
Gyro,8.530448,-91.084724,-17.871901,-1.931612,Neutral
Accel,8.547042,-230.000000,-21548.000000,3029.000000,Neutral
Gyro,8.547042,-91.896057,-17.922552,-0.402124,Neutral
Accel,8.563293,1025.000000,-21300.000000,932.000000,Neutral
Gyro,8.579904,-92.574333,-17.745432,0.250037,Neutral
Accel,8.597029,346.000000,-16888.000000,-191.000000,Neutral
Gyro,8.597029,-92.349213,-16.848248,-0.077597,Neutral
Accel,8.612347,-2070.000000,-8032.000000,-944.000000,Neutral
Gyro,8.647639,-91.038483,-15.462689,-1.202365,Neutral
Accel,8.647639,-4180.000000,-1178.000000,-302.000000,Neutral
Gyro,8.647639,-89.926392,-12.519541,-3.696663,Neutral
Accel,8.671225,-5856.000000,5364.000000,267.000000,Neutral
Gyro,8.671225,-88.654984,-10.527673,-5.403340,Neutral
Accel,8.692214,-5605.000000,6068.000000,-206.000000,Neutral
Gyro,8.692214,-88.185867,-8.142014,-6.764808,Neutral
Accel,8.726644,-7439.000000,5748.000000,-419.000000,Neutral
Gyro,8.726644,-87.467621,-6.899163,-6.688890,Neutral
Accel,8.743114,-7915.000000,6180.000000,184.000000,Neutral
Gyro,8.743114,-86.729675,-5.429280,-6.160047,Neutral
Accel,8.776169,-7439.000000,7020.000000,2232.000000,Neutral
Gyro,8.776169,-85.371826,-5.050188,-5.896487,Neutral
Accel,8.792337,-7094.000000,6548.000000,3917.000000,Neutral
Gyro,8.792337,-84.507614,-5.349801,-5.490850,Neutral
Accel,8.824877,-4884.000000,3734.000000,5525.000000,Neutral
Gyro,8.824877,-83.486526,-5.997198,-5.000875,Neutral
Accel,8.857535,-3468.000000,571.000000,6483.000000,Neutral
Gyro,8.857535,-83.013260,-7.257984,-3.871894,Neutral
Accel,8.868564,-1071.000000,-5420.000000,7644.000000,Neutral
Gyro,8.868564,-82.488541,-8.057199,-3.135345,Neutral
Accel,8.897652,-587.000000,-9731.000000,7798.000000,Neutral
Gyro,8.897652,-82.310371,-9.118376,-2.447505,Neutral
Accel,8.914227,-348.000000,-14201.000000,8021.000000,Neutral
Gyro,8.930994,-82.383636,-9.642201,-2.385914,Neutral
Accel,8.947645,-635.000000,-15223.000000,8154.000000,Neutral
Gyro,8.947645,-82.616325,-10.278237,-2.947576,Neutral
Accel,8.962976,-1372.000000,-13015.000000,8152.000000,Neutral
Gyro,8.979114,-83.146049,-10.765050,-3.592439,Neutral
Accel,8.995414,-1423.000000,-9279.000000,8358.000000,Neutral
Gyro,8.995414,-83.488358,-11.801620,-4.072575,Neutral
Accel,9.012082,-1830.000000,-4073.000000,7982.000000,Neutral
Gyro,9.028595,-84.105865,-12.612977,-3.724167,Neutral
Accel,9.064998,-2439.000000,-1869.000000,7498.000000,Neutral
Gyro,9.064998,-84.642639,-13.665827,-2.433781,Neutral
Accel,9.064998,-2561.000000,1746.000000,6855.000000,Neutral
Gyro,9.083347,-85.561356,-14.213778,-1.443478,Neutral
Accel,9.090678,-2721.000000,3174.000000,6551.000000,Neutral
Gyro,9.090678,-86.154892,-14.792301,-0.217158,Neutral
Accel,9.122293,-2405.000000,4195.000000,5412.000000,Neutral
Gyro,9.122293,-86.866882,-14.922348,0.406508,Neutral
Accel,9.138925,-2966.000000,3510.000000,4473.000000,Neutral
Gyro,9.138925,-87.086372,-14.626764,0.916107,Neutral
Accel,9.1696,-3340.000000,2681.000000,4412.000000,Neutral
Gyro,9.1696,-87.214012,-14.268193,0.665587,Neutral
Accel,9.186563,-2990.000000,1289.000000,4184.000000,Neutral
Gyro,9.202339,-87.379036,-14.100594,-0.819558,Neutral
Accel,9.218791,-1441.000000,-4125.000000,4731.000000,Neutral
Gyro,9.218791,-87.569656,-14.436091,-2.138443,Neutral
Accel,9.235076,-586.000000,-7571.000000,5496.000000,Neutral
Gyro,9.270739,-87.698494,-15.405241,-4.170792,Neutral
Accel,9.270739,259.000000,-14260.000000,6189.000000,Neutral
Gyro,9.270739,-87.967094,-16.255117,-5.450709,Neutral
Accel,9.285617,870.000000,-15365.000000,6295.000000,Neutral
Gyro,9.293077,-88.324333,-17.971556,-6.775853,Neutral
Accel,9.31482,2183.000000,-14960.000000,6651.000000,Neutral
Gyro,9.332706,-88.535591,-19.205408,-7.110613,Neutral
Accel,9.349362,2311.000000,-14205.000000,6188.000000,Neutral
Gyro,9.349362,-88.455788,-20.476511,-6.864486,Neutral
Accel,9.365952,2582.000000,-10219.000000,5407.000000,Neutral
Gyro,9.365952,-87.818481,-20.714037,-6.695459,Neutral
Accel,9.398758,2066.000000,-6845.000000,4419.000000,Neutral
Gyro,9.398758,-87.165855,-20.438007,-7.443809,Neutral
Accel,9.414968,618.000000,-2845.000000,3360.000000,Neutral
Gyro,9.414968,-86.103180,-19.848286,-8.510909,Neutral
Accel,9.447693,-335.000000,421.000000,3310.000000,Neutral
Gyro,9.447693,-85.378212,-18.646904,-10.569844,Neutral
Accel,9.484029,-1629.000000,4863.000000,3627.000000,Neutral
Gyro,9.484029,-84.270729,-17.875122,-12.110732,Neutral
Accel,9.508282,-2412.000000,8189.000000,3913.000000,Neutral
Gyro,9.508282,-83.602417,-16.889439,-14.086115,Neutral
Accel,9.516163,-2961.000000,10366.000000,4697.000000,Neutral
Gyro,9.516163,-82.845284,-16.387995,-14.789185,Neutral
Accel,9.547236,-3384.000000,10393.000000,5294.000000,Neutral
