Type,Time,x,y,z,j
Accel,0.1045766,717.000000,-1246.000000,-2474.000000,0
Gyro,0.1146564,34.199924,-16.802652,26.983360
Accel,0.128891,788.000000,-1535.000000,-2562.000000,0
Gyro,0.1352811,34.106602,-16.787985,26.950907
Accel,0.1555575,724.000000,-1892.000000,-2372.000000,0
Gyro,0.1606463,34.019043,-16.775555,26.856201
Accel,0.1777269,759.000000,-1744.000000,-2311.000000,0
Gyro,0.1823886,34.001865,-16.757141,26.731287
Accel,0.2034912,651.000000,-1659.000000,-2449.000000,0
Gyro,0.2093274,34.008350,-16.742075,26.668280
Accel,0.2287182,715.000000,-1740.000000,-2510.000000,0
Gyro,0.232879,34.014301,-16.707001,26.553410
Accel,0.2588192,585.000000,-1454.000000,-2551.000000,0
Gyro,0.2588192,34.045319,-16.676472,26.504683
Accel,0.2807551,552.000000,-1417.000000,-2616.000000,0
Gyro,0.2807551,34.082737,-16.653376,26.484697
Accel,0.3074692,700.000000,-1096.000000,-2763.000000,0
Gyro,0.3074692,34.166431,-16.665232,26.440125
Accel,0.329992,491.000000,-1035.000000,-2735.000000,0
Gyro,0.334306,34.207790,-16.684324,26.375923
Accel,0.3565996,649.000000,-1059.000000,-2748.000000,0
Gyro,0.3615018,34.248478,-16.684694,26.432468
Accel,0.3794853,671.000000,-1094.000000,-2632.000000,0
Gyro,0.3837553,34.258633,-16.684528,26.512495
Accel,0.4066888,649.000000,-1180.000000,-2392.000000,0
Gyro,0.4120784,34.264145,-16.678402,26.527882
Accel,0.430572,681.000000,-1295.000000,-2430.000000,0
Gyro,0.430572,34.271915,-16.668793,26.558573
Accel,0.4563788,580.000000,-1162.000000,-2492.000000,0
Gyro,0.4613302,34.263542,-16.650120,26.553692
Accel,0.4784254,759.000000,-1225.000000,-2518.000000,0
Gyro,0.4825326,34.253082,-16.619425,26.545105
Accel,0.5087945,575.000000,-1441.000000,-2774.000000,0
Gyro,0.5087945,34.235626,-16.581600,26.561611
Accel,0.5294015,542.000000,-1484.000000,-2657.000000,0
Gyro,0.5336904,34.238945,-16.527750,26.573162
Accel,0.5549759,450.000000,-1378.000000,-2801.000000,0
Gyro,0.5628301,34.269005,-16.513798,26.591593
Accel,0.5789076,539.000000,-1434.000000,-2675.000000,0
Gyro,0.5832058,34.286396,-16.517179,26.573563
Accel,0.6100223,583.000000,-1329.000000,-2618.000000,0
Gyro,0.6100223,34.327171,-16.530315,26.530333
Accel,0.6285549,599.000000,-1258.000000,-2541.000000,0
Gyro,0.6331898,34.346428,-16.552536,26.522654
Accel,0.6560317,677.000000,-1070.000000,-2648.000000,0
Gyro,0.6609259,34.363579,-16.566837,26.555264
Accel,0.6799128,866.000000,-1410.000000,-2523.000000,0
Gyro,0.6843348,34.376133,-16.549633,26.594538
Accel,0.7074071,661.000000,-930.000000,-2595.000000,0
Gyro,0.7074071,34.404633,-16.523588,26.606543
Accel,0.7308903,648.000000,-1072.000000,-2608.000000,0
Gyro,0.7308903,34.401791,-16.504082,26.576937
Accel,0.7587711,518.000000,-1153.000000,-2599.000000,0
Gyro,0.7587711,34.356358,-16.482847,26.574968
Accel,0.7809877,578.000000,-1561.000000,-2567.000000,0
Gyro,0.7809877,34.328518,-16.459879,26.560595
Accel,0.8060815,506.000000,-1619.000000,-2733.000000,0
Gyro,0.8115992,34.321648,-16.433790,26.492544
Accel,0.8300593,538.000000,-1536.000000,-2571.000000,0
Gyro,0.834733,34.351753,-16.409641,26.482401
Accel,0.8554551,560.000000,-1363.000000,-2740.000000,0
Gyro,0.8602677,34.392387,-16.410271,26.501753
Accel,0.8797047,538.000000,-1204.000000,-2741.000000,0
Gyro,0.88432,34.407055,-16.418833,26.443563
Accel,0.903506,644.000000,-977.000000,-2529.000000,0
Gyro,0.9084574,34.432560,-16.424294,26.448896
Accel,0.9271332,520.000000,-938.000000,-2523.000000,0
Gyro,0.9315519,34.437847,-16.437824,26.496710
Accel,0.9541619,529.000000,-1036.000000,-2459.000000,0
Gyro,0.9588498,34.423843,-16.441771,26.457933
Accel,0.9805355,579.000000,-941.000000,-2711.000000,0
Gyro,0.9805355,34.389107,-16.431385,26.386562
Accel,1.008406,770.000000,-629.000000,-2661.000000,0
Gyro,1.008406,34.295841,-16.402882,26.364157
Accel,1.029039,640.000000,-204.000000,-2709.000000,0
Gyro,1.034009,34.168758,-16.336378,26.309950
Accel,1.053608,751.000000,574.000000,-1870.000000,0
Gyro,1.059453,33.752026,-16.255716,26.262974
Accel,1.081029,1193.000000,682.000000,-1895.000000,0
Gyro,1.081029,33.253696,-16.063148,26.066921
Accel,1.104114,1253.000000,2.000000,-1868.000000,0
Gyro,1.109087,32.292084,-15.840372,25.604336
Accel,1.127794,1226.000000,-406.000000,-1899.000000,0
Gyro,1.131516,31.541124,-15.372365,24.651707
Accel,1.155692,1196.000000,-923.000000,-1459.000000,0
Gyro,1.159636,30.348146,-15.016193,23.976198
Accel,1.177326,910.000000,-1274.000000,-1971.000000,0
Gyro,1.180871,29.612288,-14.516459,23.006514
Accel,1.20637,837.000000,-2101.000000,-1581.000000,0
Gyro,1.210625,28.623644,-14.288498,22.381472
Accel,1.228362,1043.000000,-2313.000000,-1409.000000,0
Gyro,1.231783,28.041586,-14.013555,21.506725
Accel,1.256623,1019.000000,-2247.000000,-1703.000000,0
Gyro,1.260578,27.215675,-13.821077,20.977207
Accel,1.281248,637.000000,-2544.000000,-1673.000000,0
Gyro,1.285173,26.755283,-13.439613,20.231903
Accel,1.306544,756.000000,-2628.000000,-1983.000000,0
Gyro,1.310991,26.292027,-13.210783,19.829910
Accel,1.32806,892.000000,-2119.000000,-1902.000000,0
Gyro,1.331732,26.135891,-12.995568,19.175043
Accel,1.355964,783.000000,-1981.000000,-1898.000000,0
Gyro,1.359694,26.042398,-12.905322,18.835501
Accel,1.379975,861.000000,-1518.000000,-2105.000000,0
Gyro,1.383589,26.078156,-12.772109,18.592793
Accel,1.40563,993.000000,-979.000000,-2124.000000,0
Gyro,1.410123,26.242441,-12.698336,18.425964
Accel,1.427974,989.000000,-806.000000,-2132.000000,0
Gyro,1.431382,26.382732,-12.612034,18.248829
Accel,1.455211,954.000000,-316.000000,-2897.000000,0
Gyro,1.459318,26.634295,-12.536669,18.286400
Accel,1.47964,920.000000,-336.000000,-2582.000000,0
Gyro,1.483202,26.780926,-12.437223,18.371201
Accel,1.507295,967.000000,-46.000000,-2122.000000,0
Gyro,1.507295,26.957706,-12.404231,18.474834
Accel,1.528308,1094.000000,-137.000000,-1986.000000,0
Gyro,1.531699,27.015768,-12.436416,18.536385
Accel,1.556175,1047.000000,-360.000000,-1601.000000,0
Gyro,1.560293,27.023960,-12.439507,18.596487
Accel,1.5805,898.000000,-381.000000,-1404.000000,0
Gyro,1.584309,27.012707,-12.394197,18.795269
Accel,1.60619,779.000000,-804.000000,-1604.000000,0
Gyro,1.610565,26.955273,-12.368517,18.845383
Accel,1.627839,749.000000,-1059.000000,-1846.000000,0
Gyro,1.631498,26.930672,-12.261750,18.808941
Accel,1.656299,787.000000,-747.000000,-2331.000000,0
Gyro,1.660267,26.981947,-12.170985,18.819723
Accel,1.677661,799.000000,-538.000000,-2519.000000,0
Gyro,1.681447,27.054432,-12.053699,18.893692
Accel,1.705936,590.000000,49.000000,-2176.000000,0
Gyro,1.709923,27.127501,-12.014303,19.028242
Accel,1.7315,603.000000,-558.000000,-1881.000000,0
Gyro,1.741464,27.091782,-12.018268,19.300644
Accel,1.75802,532.000000,-965.000000,-1836.000000,0
Gyro,1.761871,26.990000,-11.991916,19.433052
Accel,1.779461,670.000000,-1245.000000,-1864.000000,0
Gyro,1.782972,26.949930,-11.915134,19.388294
Accel,1.804983,549.000000,-770.000000,-1825.000000,0
Gyro,1.808943,26.943943,-11.859950,19.356052
Accel,1.830094,602.000000,-869.000000,-1974.000000,0
Gyro,1.830094,26.918940,-11.785146,19.296616
Accel,1.855167,517.000000,-875.000000,-2279.000000,0
Gyro,1.859053,26.926468,-11.718099,19.259335
Accel,1.877148,648.000000,-672.000000,-2290.000000,0
Gyro,1.880733,26.948259,-11.642543,19.184320
Accel,1.905589,838.000000,-657.000000,-2221.000000,0
Gyro,1.909237,26.975454,-11.600361,19.189182
Accel,1.929694,856.000000,-476.000000,-2174.000000,0
Gyro,1.933058,26.996023,-11.566778,19.230425
Accel,1.956922,721.000000,-433.000000,-2100.000000,0
Gyro,1.956922,26.976442,-11.573771,19.212477
Accel,1.98093,551.000000,-936.000000,-2032.000000,0
Gyro,1.984378,26.955324,-11.541262,19.205132
Accel,2.006132,567.000000,-861.000000,-2063.000000,0
Gyro,2.009953,26.951696,-11.502960,19.235874
Accel,2.028207,462.000000,-981.000000,-2084.000000,0
Gyro,2.032138,26.949049,-11.459549,19.258299
Accel,2.056504,558.000000,-923.000000,-2006.000000,0
Gyro,2.056504,26.973501,-11.438013,19.255566
Accel,2.077844,569.000000,-950.000000,-2156.000000,0
Gyro,2.081235,27.006147,-11.447282,19.245514
Accel,2.106034,545.000000,-616.000000,-2120.000000,0
Gyro,2.109599,27.056324,-11.432643,19.273870
Accel,2.129969,549.000000,-679.000000,-2172.000000,0
Gyro,2.133255,27.082041,-11.434312,19.300549
Accel,2.156536,522.000000,-608.000000,-1947.000000,0
Gyro,2.156536,27.158733,-11.435190,19.312912
Accel,2.179225,621.000000,-822.000000,-2095.000000,0
Gyro,2.183069,27.203268,-11.453312,19.296339
Accel,2.208856,515.000000,-840.000000,-1840.000000,0
Gyro,2.208856,27.280912,-11.462124,19.329418
Accel,2.227513,538.000000,-669.000000,-2232.000000,0
Gyro,2.231054,27.356298,-11.472611,19.401798
Accel,2.25526,567.000000,-623.000000,-2117.000000,0
Gyro,2.259296,27.469582,-11.490698,19.387127
Accel,2.280154,576.000000,-619.000000,-1896.000000,0
Gyro,2.280154,27.526600,-11.537085,19.435942
Accel,2.304479,447.000000,-707.000000,-2253.000000,0
Gyro,2.308115,27.626884,-11.540586,19.556087
Accel,2.328448,372.000000,-905.000000,-2063.000000,0
Gyro,2.331789,27.699072,-11.522087,19.722233
Accel,2.359906,594.000000,-1239.000000,-2310.000000,0
Gyro,2.363434,27.821507,-11.545445,19.794636
Accel,2.37729,729.000000,-365.000000,-1758.000000,0
Gyro,2.381025,27.869698,-11.611020,19.766605
Accel,2.404697,555.000000,-687.000000,-1842.000000,0
Gyro,2.409288,27.871626,-11.624174,19.782482
Accel,2.427357,676.000000,-599.000000,-1914.000000,0
Gyro,2.430929,27.856741,-11.573370,19.888422
Accel,2.454777,522.000000,-531.000000,-1986.000000,0
Gyro,2.458598,27.823776,-11.535236,19.851913
Accel,2.479014,438.000000,-575.000000,-2154.000000,0
Gyro,2.482739,27.776777,-11.486128,19.782997
Accel,2.507138,399.000000,-764.000000,-2255.000000,0
Gyro,2.510633,27.683224,-11.440496,19.771248
Accel,2.531067,292.000000,-1240.000000,-2015.000000,0
Gyro,2.534327,27.620378,-11.338073,19.760393
Accel,2.554972,294.000000,-1333.000000,-2448.000000,0
Gyro,2.558918,27.591995,-11.286412,19.767551
Accel,2.579845,362.000000,-1152.000000,-2429.000000,0
Gyro,2.583287,27.602949,-11.231926,19.669197
Accel,2.604369,338.000000,-860.000000,-1927.000000,0
Gyro,2.608357,27.660704,-11.235343,19.674170
Accel,2.629547,339.000000,-633.000000,-2300.000000,0
Gyro,2.633228,27.701164,-11.276027,19.715389
Accel,2.65441,491.000000,-380.000000,-2084.000000,0
Gyro,2.65857,27.734867,-11.291141,19.716196
Accel,2.682272,367.000000,-634.000000,-1580.000000,0
Gyro,2.68622,27.729904,-11.297954,19.808903
Accel,2.707,577.000000,-574.000000,-2203.000000,0
Gyro,2.710565,27.729305,-11.288724,19.832294
Accel,2.728166,395.000000,-704.000000,-2181.000000,0
Gyro,2.732501,27.695244,-11.240141,19.797806
Accel,2.756155,310.000000,-795.000000,-2031.000000,0
Gyro,2.760624,27.654268,-11.194575,19.866796
Accel,2.782283,393.000000,-637.000000,-2153.000000,0
Gyro,2.782283,27.648666,-11.156368,19.884409
Accel,2.809081,354.000000,-791.000000,-2258.000000,0
Gyro,2.809081,27.625959,-11.131116,19.867111
Accel,2.829925,318.000000,-1023.000000,-1966.000000,0
Gyro,2.834688,27.631527,-11.151140,19.916948
Accel,2.855948,290.000000,-1095.000000,-2025.000000,0
Gyro,2.861231,27.681643,-11.208929,19.928087
Accel,2.882868,489.000000,-909.000000,-2250.000000,0
Gyro,2.88751,27.749563,-11.260207,19.899839
Accel,2.907627,454.000000,-743.000000,-2152.000000,0
Gyro,2.911302,27.839855,-11.288421,19.905317
Accel,2.928422,470.000000,-832.000000,-2147.000000,0
Gyro,2.931863,27.887732,-11.314017,19.908407
Accel,2.956047,467.000000,-392.000000,-2086.000000,0
Gyro,2.95961,27.994673,-11.325753,19.919535
Accel,2.977554,492.000000,-820.000000,-1669.000000,0
Gyro,2.981054,28.022072,-11.427644,19.884758
Accel,3.003452,558.000000,-1132.000000,-1730.000000,0
Gyro,3.007664,28.007000,-11.473351,19.853271
Accel,3.02736,581.000000,-975.000000,-2038.000000,0
Gyro,3.031765,28.012785,-11.442168,19.727810
Accel,3.057418,730.000000,-776.000000,-1999.000000,0
Gyro,3.057418,28.032745,-11.378331,19.679667
Accel,3.078523,686.000000,-586.000000,-1751.000000,0
Gyro,3.082206,28.062832,-11.321445,19.710930
Accel,3.106473,758.000000,-231.000000,-1970.000000,0
Gyro,3.110246,28.127804,-11.323572,19.694483
Accel,3.127861,765.000000,24.000000,-1937.000000,0
Gyro,3.131186,28.128939,-11.289549,19.668406
Accel,3.15593,871.000000,188.000000,-1923.000000,0
Gyro,3.159952,28.029858,-11.248722,19.756908
Accel,3.178375,969.000000,-106.000000,-2238.000000,0
Gyro,3.182232,27.950373,-11.132558,20.049509
Accel,3.207096,1145.000000,688.000000,-1522.000000,0
Gyro,3.207096,27.797501,-10.997191,20.330769
Accel,3.230676,-498.000000,751.000000,-1887.000000,0
Gyro,3.230676,27.310907,-10.571857,21.157301
Accel,3.256727,1212.000000,-1528.000000,-4047.000000,0
Gyro,3.260677,26.345551,-9.793153,22.333416
Accel,3.278217,-1973.000000,-3169.000000,-2610.000000,0
Gyro,3.281831,25.680220,-8.305737,24.125992
Accel,3.306195,20.000000,-3236.000000,-4636.000000,0
Gyro,3.309704,25.299191,-7.233671,24.804605
Accel,3.330295,-845.000000,-3166.000000,-3992.000000,0
Gyro,3.334016,24.773533,-5.836642,24.684668
Accel,3.354466,-868.000000,-2956.000000,-4112.000000,0
Gyro,3.358382,24.043619,-5.525381,24.551947
Accel,3.378954,-1301.000000,-2877.000000,-4387.000000,0
Gyro,3.382595,23.696817,-5.037508,24.307060
Accel,3.40694,346.000000,-4007.000000,-3961.000000,0
Gyro,3.410386,23.491074,-4.981696,24.164112
Accel,3.429782,-742.000000,-3855.000000,-3726.000000,0
Gyro,3.433186,23.265026,-5.266971,23.654032
Accel,3.457459,788.000000,-4022.000000,-4376.000000,0
Gyro,3.460988,22.947760,-5.403478,23.043072
Accel,3.477809,-1620.000000,-4392.000000,-3573.000000,0
Gyro,3.481427,22.678677,-5.548010,22.085012
Accel,3.505816,-1685.000000,-3594.000000,-3635.000000,0
Gyro,3.509625,22.623520,-5.436069,21.736816
Accel,3.530315,-1245.000000,-3452.000000,-3892.000000,0
Gyro,3.533978,22.567236,-5.586630,20.960768
Accel,3.555182,-1531.000000,-3272.000000,-3443.000000,0
Gyro,3.559118,22.461946,-5.669419,20.547346
Accel,3.579704,-2070.000000,-3005.000000,-3585.000000,0
Gyro,3.583376,22.479656,-5.744470,19.962355
Accel,3.607615,-1172.000000,-2491.000000,-3170.000000,0
Gyro,3.607615,22.679111,-5.826992,19.360544
Accel,3.626836,-1264.000000,-2591.000000,-2373.000000,0
Gyro,3.630966,22.864836,-6.103302,18.605595
Accel,3.6549,-426.000000,-1876.000000,-2356.000000,0
Gyro,3.658983,23.378162,-6.228662,18.382856
Accel,3.678955,-195.000000,-1401.000000,-2130.000000,0
Gyro,3.682693,23.843714,-6.612324,17.735495
Accel,3.707143,309.000000,-564.000000,-2253.000000,0
Gyro,3.707143,24.581188,-6.813566,17.496302
Accel,3.731216,699.000000,-18.000000,-2896.000000,0
Gyro,3.731216,25.065992,-6.839857,17.593544
Accel,3.755651,570.000000,476.000000,-3519.000000,0
Gyro,3.75939,25.606407,-6.789966,17.655024
Accel,3.781068,409.000000,456.000000,-3976.000000,0
Gyro,3.781068,25.833942,-6.687835,17.776867
Accel,3.805909,293.000000,491.000000,-4323.000000,0
Gyro,3.809484,25.982462,-6.615878,17.837080
Accel,3.828043,16.000000,117.000000,-3751.000000,0
Gyro,3.831543,25.950800,-6.578189,17.862406
Accel,3.857028,-241.000000,-589.000000,-3342.000000,0
Gyro,3.857028,25.812487,-6.592262,17.919394
Accel,3.877851,-630.000000,-978.000000,-3186.000000,0
Gyro,3.882081,25.713745,-6.658222,17.858099
Accel,3.906016,-873.000000,-1394.000000,-2940.000000,0
Gyro,3.909679,25.569920,-6.724044,17.795609
Accel,3.92691,-946.000000,-1521.000000,-2923.000000,0
Gyro,3.930732,25.505814,-6.821126,17.815990
Accel,3.958306,-943.000000,-1519.000000,-2999.000000,0
Gyro,3.962287,25.527279,-6.851624,17.848288
Accel,3.979535,-913.000000,-1433.000000,-3015.000000,0
Gyro,3.982858,25.601068,-6.880270,17.805902
Accel,4.003943,-637.000000,-1040.000000,-3350.000000,0
Gyro,4.007735,25.769812,-6.892757,17.743208
Accel,4.027478,-655.000000,-1133.000000,-3117.000000,0
Gyro,4.031347,25.885679,-6.894417,17.744528
Accel,4.056286,-404.000000,-1058.000000,-3094.000000,0
Gyro,4.059982,26.071287,-6.856034,17.792995
Accel,4.077622,-329.000000,-1024.000000,-3283.000000,0
Gyro,4.081049,26.206059,-6.810879,17.819609
Accel,4.105749,-148.000000,-485.000000,-3359.000000,0
Gyro,4.109813,26.440277,-6.771220,17.818008
Accel,4.130075,-162.000000,-397.000000,-3473.000000,0
Gyro,4.133804,26.580235,-6.755276,17.843754
Accel,4.157549,-274.000000,-297.000000,-3676.000000,0
Gyro,4.160962,26.712484,-6.734163,17.918297
Accel,4.178165,-246.000000,-472.000000,-3709.000000,0
Gyro,4.181694,26.754576,-6.708712,18.036579
Accel,4.2062,-457.000000,-588.000000,-3687.000000,0
Gyro,4.209698,26.769318,-6.688866,18.127859
Accel,4.228702,-496.000000,-830.000000,-3640.000000,0
Gyro,4.23233,26.740755,-6.694450,18.141113
Accel,4.257282,-663.000000,-1001.000000,-3526.000000,0
Gyro,4.257282,26.703547,-6.697974,18.177588
Accel,4.278259,-752.000000,-1058.000000,-3479.000000,0
Gyro,4.281686,26.713303,-6.714581,18.334282
Accel,4.305962,-764.000000,-1173.000000,-3643.000000,0
Gyro,4.309746,26.767326,-6.750295,18.421751
Accel,4.32717,-805.000000,-1203.000000,-3583.000000,0
Gyro,4.330597,26.794176,-6.859017,18.404816
Accel,4.355639,-672.000000,-1071.000000,-3512.000000,0
Gyro,4.359307,26.860697,-6.905881,18.438030
Accel,4.380255,-573.000000,-806.000000,-3494.000000,0
Gyro,4.384356,26.935734,-6.993524,18.555380
Accel,4.405616,-607.000000,-756.000000,-3426.000000,0
Gyro,4.409256,27.000086,-7.076071,18.616947
Accel,4.431132,-472.000000,-995.000000,-3132.000000,0
Gyro,4.431132,27.045752,-7.158649,18.742455
Accel,4.456328,-422.000000,-899.000000,-3246.000000,0
Gyro,4.46006,27.140892,-7.229966,18.777508
Accel,4.477324,-482.000000,-588.000000,-3421.000000,0
Gyro,4.480797,27.189705,-7.321017,18.798912
Accel,4.506315,-362.000000,-471.000000,-3397.000000,0
Gyro,4.50987,27.218246,-7.348800,18.879454
Accel,4.527173,-332.000000,-815.000000,-3312.000000,0
Gyro,4.53087,27.218571,-7.370115,19.034691
Accel,4.558669,-386.000000,-977.000000,-3458.000000,0
Gyro,4.558669,27.217360,-7.368543,19.087202
Accel,4.579874,-503.000000,-758.000000,-3382.000000,0
Gyro,4.583285,27.213106,-7.353608,19.083447
Accel,4.604571,-440.000000,-727.000000,-3260.000000,0
Gyro,4.608179,27.169201,-7.334948,19.094746
Accel,4.626801,-402.000000,-926.000000,-3365.000000,0
Gyro,4.630388,27.143044,-7.293289,19.126575
Accel,4.655194,-524.000000,-1341.000000,-3535.000000,0
Gyro,4.658931,27.115807,-7.285546,19.085135
Accel,4.679669,-639.000000,-1389.000000,-3690.000000,0
Gyro,4.683277,27.139767,-7.254836,19.121847
Accel,4.705318,-690.000000,-1476.000000,-3671.000000,0
Gyro,4.708931,27.154953,-7.265386,19.089655
Accel,4.730381,-605.000000,-1305.000000,-3730.000000,0
Gyro,4.730381,27.187319,-7.287600,19.083742
Accel,4.755167,-573.000000,-1131.000000,-3775.000000,0
Gyro,4.758892,27.253101,-7.311016,19.100336
Accel,4.779053,-413.000000,-856.000000,-3631.000000,0
Gyro,4.782504,27.319384,-7.366395,19.166658
Accel,4.80678,-461.000000,-1159.000000,-3464.000000,0
Gyro,4.80678,27.379959,-7.428251,19.173874
Accel,4.828465,-326.000000,-1191.000000,-3329.000000,0
Gyro,4.832443,27.414194,-7.505522,19.192268
Accel,4.857624,-293.000000,-787.000000,-3433.000000,0
Gyro,4.857624,27.477921,-7.527817,19.229908
Accel,4.885427,-249.000000,-832.000000,-3560.000000,0
Gyro,4.889482,27.492109,-7.561686,19.264194
Accel,4.906951,-202.000000,-883.000000,-3539.000000,0
Gyro,4.910764,27.492939,-7.567499,19.306999
Accel,4.933661,-192.000000,-996.000000,-3249.000000,0
Gyro,4.933661,27.493797,-7.582457,19.340387
Accel,4.954986,-85.000000,-1026.000000,-3068.000000,0
Gyro,4.959092,27.454535,-7.605243,19.291830
Accel,4.97979,-152.000000,-843.000000,-3463.000000,0
Gyro,4.983207,27.413065,-7.582213,19.282829
Accel,5.007204,-316.000000,-894.000000,-3915.000000,0
Gyro,5.007204,27.308678,-7.545760,19.276850
Accel,5.029882,-454.000000,-1138.000000,-3829.000000,0
Gyro,5.033556,27.211596,-7.490380,19.269911
Accel,5.05461,-556.000000,-1523.000000,-3804.000000,0
Gyro,5.059608,27.070135,-7.481987,19.282000
Accel,5.077998,-596.000000,-1469.000000,-3843.000000,0
Gyro,5.081664,27.013186,-7.505220,19.287964
Accel,5.106324,-707.000000,-1698.000000,-3555.000000,0
Gyro,5.11023,26.953983,-7.550972,19.265995
Accel,5.130672,-533.000000,-1582.000000,-3622.000000,0
Gyro,5.134025,26.966303,-7.640469,19.256241
Accel,5.154339,-534.000000,-1443.000000,-3249.000000,0
Gyro,5.158239,27.017529,-7.722602,19.245224
Accel,5.179134,-446.000000,-1450.000000,-3271.000000,0
Gyro,5.182513,27.073711,-7.835650,19.307903
Accel,5.206957,-453.000000,-1097.000000,-3237.000000,0
Gyro,5.210588,27.195229,-7.894091,19.367390
Accel,5.228871,-211.000000,-1171.000000,-3164.000000,0
Gyro,5.233078,27.267908,-7.993211,19.429905
Accel,5.254414,-292.000000,-1032.000000,-3413.000000,0
Gyro,5.258538,27.394720,-8.039982,19.483246
Accel,5.279894,-184.000000,-912.000000,-3340.000000,0
Gyro,5.28356,27.481920,-8.083168,19.565323
Accel,5.307007,-192.000000,-996.000000,-3280.000000,0
Gyro,5.307007,27.566078,-8.119526,19.591415
Accel,5.329022,-90.000000,-999.000000,-3348.000000,0
Gyro,5.332997,27.594778,-8.174715,19.556152
Accel,5.354725,-77.000000,-963.000000,-3454.000000,0
Gyro,5.358683,27.626028,-8.171735,19.606453
Accel,5.379709,-9.000000,-1171.000000,-3374.000000,0
Gyro,5.38341,27.621183,-8.164323,19.666103
Accel,5.404656,-295.000000,-1316.000000,-3334.000000,0
Gyro,5.408454,27.591293,-8.155367,19.659777
Accel,5.429367,-248.000000,-1343.000000,-3527.000000,0
Gyro,5.433465,27.575619,-8.119104,19.647449
Accel,5.455219,-255.000000,-1348.000000,-3431.000000,0
Gyro,5.459123,27.562481,-8.106565,19.635853
Accel,5.479545,-248.000000,-1470.000000,-3580.000000,0
Gyro,5.482999,27.559513,-8.074941,19.628029
Accel,5.507898,-358.000000,-1432.000000,-3357.000000,0
Gyro,5.511373,27.567730,-8.054798,19.602877
Accel,5.528475,-364.000000,-1370.000000,-3289.000000,0
Gyro,5.53211,27.612579,-8.020341,19.595375
Accel,5.556416,-307.000000,-1149.000000,-3622.000000,0
Gyro,5.559966,27.685638,-8.037751,19.545675
Accel,5.577341,-242.000000,-1257.000000,-3450.000000,0
Gyro,5.58103,27.723478,-8.033964,19.530809
Accel,5.603688,-226.000000,-1203.000000,-3499.000000,0
Gyro,5.608225,27.778519,-8.019313,19.525145
Accel,5.62911,-166.000000,-1185.000000,-3691.000000,0
Gyro,5.634321,27.825377,-7.999112,19.454447
Accel,5.656697,-90.000000,-1033.000000,-3697.000000,0
Gyro,5.656697,27.889170,-7.989142,19.432985
Accel,5.680194,-124.000000,-967.000000,-3761.000000,0
Gyro,5.680194,27.915867,-7.982461,19.468637
Accel,5.706989,-96.000000,-1082.000000,-3745.000000,0
Gyro,5.711248,27.924721,-7.996686,19.450827
Accel,5.730455,-276.000000,-1154.000000,-3516.000000,0
Gyro,5.730455,27.922518,-8.017955,19.475143
Accel,5.758004,-417.000000,-1219.000000,-3607.000000,0
